STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DWTSTRD,Dwelling structure,SUM,Summation,REGION,Region,REGION_TYPE,Region Type,STATE,State,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,22,"Semi-detached, row or terrace house, townhouse etc with: Two or more storeys",D,Dwellings,16100,Oberon,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,2,"Semi-detached, row or terrace house, townhouse etc with: Total",D,Dwellings,16950,Shoalhaven,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,3469,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,3,Flat or apartment: Total,D,Dwellings,17100,Strathfield,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,9366,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_N,Dwelling structure not stated,D,Dwellings,17200,Sydney,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,425,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,17900,Walgett,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,1252,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,N_OCC,Unoccupied private dwelling,D,Dwellings,18200,Wentworth,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,484,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,94,"Other dwelling: House or flat attached to a shop, office, etc",D,Dwellings,18250,Willoughby,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,73,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,18250,Willoughby,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,27599,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,93,"Other dwelling: Improvised home, tent, sleepers out",D,Dwellings,19399,Unincorporated NSW,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_T,Total private dwellings,D,Dwellings,19399,Unincorporated NSW,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,413,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,31,Flat or apartment: In a one or two storey block,D,Dwellings,21270,Buloke,LGA2021,Local Government Areas (2021),2,Victoria,2021,,44,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,22,"Semi-detached, row or terrace house, townhouse etc with: Two or more storeys",D,Dwellings,21370,Campaspe,LGA2021,Local Government Areas (2021),2,Victoria,2021,,21,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,21,"Semi-detached, row or terrace house, townhouse etc with: One storey",D,Dwellings,21890,Darebin,LGA2021,Local Government Areas (2021),2,Victoria,2021,,8518,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,2,"Semi-detached, row or terrace house, townhouse etc with: Total",D,Dwellings,22490,Golden Plains,LGA2021,Local Government Areas (2021),2,Victoria,2021,,95,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,22980,Hindmarsh,LGA2021,Local Government Areas (2021),2,Victoria,2021,,2241,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_N,Dwelling structure not stated,D,Dwellings,22980,Hindmarsh,LGA2021,Local Government Areas (2021),2,Victoria,2021,,7,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,94,"Other dwelling: House or flat attached to a shop, office, etc",D,Dwellings,23670,Knox,LGA2021,Local Government Areas (2021),2,Victoria,2021,,47,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,24250,Mansfield,LGA2021,Local Government Areas (2021),2,Victoria,2021,,3649,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,94,"Other dwelling: House or flat attached to a shop, office, etc",D,Dwellings,24850,Mitchell,LGA2021,Local Government Areas (2021),2,Victoria,2021,,11,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,24850,Mitchell,LGA2021,Local Government Areas (2021),2,Victoria,2021,,17140,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,93,"Other dwelling: Improvised home, tent, sleepers out",D,Dwellings,25340,Mornington Peninsula,LGA2021,Local Government Areas (2021),2,Victoria,2021,,6,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,92,"Other dwelling: Cabin, houseboat",D,Dwellings,25900,Port Phillip,LGA2021,Local Government Areas (2021),2,Victoria,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,91,Other dwelling: Caravan,D,Dwellings,26430,Strathbogie,LGA2021,Local Government Areas (2021),2,Victoria,2021,,17,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,35,Flat or apartment: Attached to a house,D,Dwellings,26490,Surf Coast,LGA2021,Local Government Areas (2021),2,Victoria,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,9,Other dwelling: Total,D,Dwellings,29799,Migratory - Offshore - Shipping (Vic.),LGA2021,Local Government Areas (2021),2,Victoria,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,35,Flat or apartment: Attached to a house,D,Dwellings,31000,Brisbane,LGA2021,Local Government Areas (2021),3,Queensland,2021,,907,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,34,Flat or apartment: In a nine or more storey block,D,Dwellings,32250,Carpentaria,LGA2021,Local Government Areas (2021),3,Queensland,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,3,Flat or apartment: Total,D,Dwellings,33220,Fraser Coast,LGA2021,Local Government Areas (2021),3,Queensland,2021,,1175,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,21,"Semi-detached, row or terrace house, townhouse etc with: One storey",D,Dwellings,34580,Lockyer Valley,LGA2021,Local Government Areas (2021),3,Queensland,2021,,435,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,31,Flat or apartment: In a one or two storey block,D,Dwellings,34800,McKinlay,LGA2021,Local Government Areas (2021),3,Queensland,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,22,"Semi-detached, row or terrace house, townhouse etc with: Two or more storeys",D,Dwellings,34830,Mapoon,LGA2021,Local Government Areas (2021),3,Queensland,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,21,"Semi-detached, row or terrace house, townhouse etc with: One storey",D,Dwellings,35600,Murweh,LGA2021,Local Government Areas (2021),3,Queensland,2021,,29,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,2,"Semi-detached, row or terrace house, townhouse etc with: Total",D,Dwellings,35800,Paroo,LGA2021,Local Government Areas (2021),3,Queensland,2021,,28,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,36510,Scenic Rim,LGA2021,Local Government Areas (2021),3,Queensland,2021,,14212,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_N,Dwelling structure not stated,D,Dwellings,36510,Scenic Rim,LGA2021,Local Government Areas (2021),3,Queensland,2021,,45,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,94,"Other dwelling: House or flat attached to a shop, office, etc",D,Dwellings,36910,Toowoomba,LGA2021,Local Government Areas (2021),3,Queensland,2021,,36,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,37310,Western Downs,LGA2021,Local Government Areas (2021),3,Queensland,2021,,10732,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,40120,Adelaide Hills,LGA2021,Local Government Areas (2021),4,South Australia,2021,,13939,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,94,"Other dwelling: House or flat attached to a shop, office, etc",D,Dwellings,40520,Berri Barmera,LGA2021,Local Government Areas (2021),4,South Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,40520,Berri Barmera,LGA2021,Local Government Areas (2021),4,South Australia,2021,,4301,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,93,"Other dwelling: Improvised home, tent, sleepers out",D,Dwellings,41190,Cleve,LGA2021,Local Government Areas (2021),4,South Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_T,Total private dwellings,D,Dwellings,43080,Karoonda East Murray,LGA2021,Local Government Areas (2021),4,South Australia,2021,,571,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,91,Other dwelling: Caravan,D,Dwellings,43220,Kimba,LGA2021,Local Government Areas (2021),4,South Australia,2021,,4,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,9,Other dwelling: Total,D,Dwellings,45400,Orroroo Carrieton,LGA2021,Local Government Areas (2021),4,South Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,35,Flat or apartment: Attached to a house,D,Dwellings,46450,Port Pirie,LGA2021,Local Government Areas (2021),4,South Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,32,Flat or apartment: In a three storey block,D,Dwellings,47490,Streaky Bay,LGA2021,Local Government Areas (2021),4,South Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,31,Flat or apartment: In a one or two storey block,D,Dwellings,48050,Victor Harbor,LGA2021,Local Government Areas (2021),4,South Australia,2021,,83,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,N_OCC,Unoccupied private dwelling,D,Dwellings,50210,Armadale,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,2329,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,94,"Other dwelling: House or flat attached to a shop, office, etc",D,Dwellings,50250,Ashburton,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,50250,Ashburton,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,1581,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,51330,Canning,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,26598,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_T,Total private dwellings,D,Dwellings,51400,Capel,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,6825,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,91,Other dwelling: Caravan,D,Dwellings,51470,Carnamah,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,4,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,94,"Other dwelling: House or flat attached to a shop, office, etc",D,Dwellings,51750,Claremont,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,9,Other dwelling: Total,D,Dwellings,52660,Dardanup,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,93,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,35,Flat or apartment: Attached to a house,D,Dwellings,53080,Dundas,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,35,Flat or apartment: Attached to a house,D,Dwellings,53920,Halls Creek,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,34,Flat or apartment: In a nine or more storey block,D,Dwellings,54280,Kalgoorlie-Boulder,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,33,Flat or apartment: In a four to eight storey block,D,Dwellings,54620,Kondinin,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,32,Flat or apartment: In a three storey block,D,Dwellings,55040,Leonora,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,21,"Semi-detached, row or terrace house, townhouse etc with: One storey",D,Dwellings,55950,Mukinbudin,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,31,Flat or apartment: In a one or two storey block,D,Dwellings,56300,Nannup,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,15,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,2,"Semi-detached, row or terrace house, townhouse etc with: Total",D,Dwellings,57280,Port Hedland,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,888,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,57770,Shark Bay,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,264,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_T,Total private dwellings,D,Dwellings,58570,Vincent,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,17385,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,2,"Semi-detached, row or terrace house, townhouse etc with: Total",D,Dwellings,58820,Waroona,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,96,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,58890,West Arthur,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,293,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,92,"Other dwelling: Cabin, houseboat",D,Dwellings,59030,Westonia,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_N,Dwelling structure not stated,D,Dwellings,59310,Wongan-Ballidu,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,9,Other dwelling: Total,D,Dwellings,62410,Glamorgan-Spring Bay,LGA2021,Local Government Areas (2021),6,Tasmania,2021,,18,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,35,Flat or apartment: Attached to a house,D,Dwellings,63610,Kingborough,LGA2021,Local Government Areas (2021),6,Tasmania,2021,,12,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,33,Flat or apartment: In a four to eight storey block,D,Dwellings,73600,Roper Gulf,LGA2021,Local Government Areas (2021),7,Northern Territory,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,35,Flat or apartment: Attached to a house,D,Dwellings,10550,Bega Valley,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,19,
