,Year,Lga,PenTotal,CPDTotal,CPCTotal,GrowthTotal,PenBattery,CPDBattery,CPCBattery,GrowthBattery,PenSolar,CPDSolar,CPCSolar,GrowthSolar,PenOther,CPDOther,CPCOther,GrowthOther,BSR
1304,2023,46670.0,6.231388329979879,177.91345472837023,28.551174362286087,53492.65819999999,0.0482897384305835,2.5939637826961772,53.71666666666667,33882.17999999999,6.217303822937626,175.31949094567403,28.198636569579286,19610.478199999994,0.0,0.0,0.0,0.0,0.007766990291262136
1305,2024,46670.0,6.7399794450154165,306.53070298047277,45.479471485208904,53492.65819999999,0.1459403905447071,115.41397738951696,790.8295774647887,33882.17999999999,6.6536485097636175,191.1167255909558,28.723598084646277,19610.478199999994,0.01644398766700925,0.0,0.0,0.0,0.021933889403768923
1306,2021,46860.0,5.523489932885906,59.72765100671141,10.813390036452004,89168.58799999999,0.04697986577181208,0.548993288590604,11.685714285714285,280.03999999999996,5.523489932885906,59.17865771812081,10.713997569866343,2198.548,0.0,0.0,0.0,86690.0,0.00850546780072904
1307,2022,46860.0,5.7632398753894085,333.6355140186916,57.89027027027027,89168.58799999999,0.11214953271028037,1.0292834890965732,9.177777777777777,280.03999999999996,5.73208722741433,61.640498442367594,10.753586956521739,2198.548,0.024922118380062305,270.9657320872274,10872.5,86690.0,0.01956521739130435
1308,2023,46860.0,6.241269841269841,827.1987301587302,132.53692777212615,89168.58799999999,0.18412698412698414,1.7904761904761906,9.724137931034482,280.03999999999996,6.158730158730159,68.36063492063492,11.099793814432989,2198.548,0.05714285714285714,757.047619047619,13248.333333333334,86690.0,0.029896907216494847
1309,2024,46860.0,6.470219435736677,827.1805642633228,127.84428294573642,89168.58799999999,0.27586206896551724,3.1949843260188087,11.58181818181818,280.03999999999996,6.3573667711598745,76.4307210031348,12.022386587771203,2198.548,0.05642633228840126,747.5548589341693,13248.333333333334,86690.0,0.04339250493096647
1310,2021,47140.0,1.5800558233950774,43.52554123318954,27.54683764252449,98866.91179999999,0.008627251966505963,0.07112408018269475,8.244117647058824,10302.220000000001,1.57523471200203,43.45441715300685,27.585995167525773,70770.49179999997,0.0,0.0,0.0,17793.0,0.00547680412371134
1311,2022,47140.0,1.9639618419503002,53.75022989047226,27.368265891100982,98866.91179999999,0.013897067483217524,1.3617712872453185,97.98983050847457,10302.220000000001,1.9571310799670238,52.38450147214698,26.765964737032135,70770.49179999997,0.0014132610999882229,0.0,0.0,17793.0,0.007100734143699603
1312,2023,47140.0,1.9315766164747563,54.199993578387954,28.05997604035309,98866.91179999999,0.019264836138175378,1.5726085031000885,81.63103448275862,10302.220000000001,1.9218334809565987,52.62479428697963,27.382598340822675,70770.49179999997,0.001328609388839681,0.0,0.0,17793.0,0.010024196335983409
1313,2024,47140.0,1.8773241713823767,66.8530357720291,35.610810743890625,98866.91179999999,0.026071139854486662,3.43785367825384,131.86434108527132,10302.220000000001,1.8637833468067906,57.421103678253836,30.808894057688136,70770.49179999997,0.001818916734033953,5.993330638641876,3295.0,17793.0,0.01398828887443071
1314,2021,47290.0,3.807017543859649,38.016666666666666,9.98594470046083,1548.1699999999994,0.04678362573099415,0.3216374269005848,6.875,66.99999999999999,3.783625730994152,37.695029239766086,9.962673879443587,1481.1699999999996,0.0,0.0,0.0,0.0,0.012364760432766615
1315,2022,47290.0,4.435820895522388,42.6710447761194,9.619650067294751,1548.1699999999994,0.08955223880597014,0.6268656716417911,7.0,66.99999999999999,4.417910447761194,42.04417910447761,9.516756756756756,1481.1699999999996,0.0,0.0,0.0,0.0,0.02027027027027027
1316,2023,47290.0,4.57566765578635,48.52700296735905,10.60544747081712,1548.1699999999994,0.08902077151335312,0.6528189910979229,7.333333333333333,66.99999999999999,4.563798219584569,47.87418397626113,10.48998699609883,1481.1699999999996,0.0,0.0,0.0,0.0,0.01950585175552666
1317,2024,47290.0,4.869047619047619,52.01190476190476,10.682151589242054,1548.1699999999994,0.125,0.9821428571428571,7.857142857142857,66.99999999999999,4.851190476190476,51.029761904761905,10.519018404907975,1481.1699999999996,0.0,0.0,0.0,0.0,0.025766871165644172
1318,2021,47490.0,3.2767295597484276,33.550440251572326,10.239001919385796,1135.5280000000005,0.05660377358490566,0.2830188679245283,5.0,89.99999999999997,3.220125786163522,33.26742138364779,10.331093749999999,1045.5280000000002,0.0,0.0,0.0,0.0,0.017578125
1319,2022,47490.0,3.665615141955836,36.972555205047314,10.086316695352838,1135.5280000000005,0.07570977917981073,0.3785488958990536,5.0,89.99999999999997,3.589905362776025,36.59400630914827,10.193585237258349,1045.5280000000002,0.0,0.0,0.0,0.0,0.0210896309314587
1320,2023,47490.0,3.8141025641025643,39.75673076923077,10.423613445378152,1135.5280000000005,0.07692307692307693,0.38461538461538464,5.0,89.99999999999997,3.7371794871794872,39.372115384615384,10.535248713550601,1045.5280000000002,0.0,0.0,0.0,0.0,0.02058319039451115
1321,2024,47490.0,3.7537537537537538,42.72132132132133,11.38096,1135.5280000000005,0.12612612612612611,1.1711711711711712,9.285714285714286,89.99999999999997,3.6576576576576576,41.55015015015015,11.35977011494253,1045.5280000000002,0.0,0.0,0.0,0.0,0.034482758620689655
1322,2021,47630.0,3.721904761904762,44.35700952380952,11.917824974411463,4532.538000000001,0.02666666666666667,0.22247619047619047,8.342857142857143,276.91999999999996,3.7142857142857144,44.13453333333334,11.88237435897436,4085.998,0.0,0.0,0.0,169.8000000000001,0.0071794871794871795
